run	solution_id	CT	LoadSTD	QLoss	station_loads	station_assignment	tool_assignment
3	51	496.8	80.105439	0.172856	[248.60,450.00,331.20,365.10,367.20,496.80]	[3,3,0,3,3,3,4,4,4,2,2,3,4,0,0,2,3,0,1,4,4,5,5,5]	[0,1,0,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	52	496.8	101.342265	0.166947	[247.40,450.00,260.00,472.50,328.60,496.80]	[3,3,0,3,3,3,4,4,4,3,2,3,3,0,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	53	496.8	83.22921	0.169738	[247.40,450.00,331.20,402.50,328.60,496.80]	[3,3,0,3,3,3,4,4,4,2,2,3,3,0,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	54	496.8	82.736321	0.170517	[248.60,450.00,332.40,401.00,328.60,496.80]	[3,3,0,3,3,3,4,4,4,2,2,3,3,0,0,2,3,0,1,4,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	55	496.8	91.791479	0.168527	[246.20,450.00,331.20,439.20,288.60,496.80]	[3,3,0,3,3,3,4,4,4,2,2,3,3,0,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	56	496.8	80.122961	0.172084	[248.60,450.00,331.20,366.00,365.40,496.80]	[3,3,0,3,3,3,4,4,4,2,2,3,4,0,0,2,3,0,1,4,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	57	550	149.720722	0.164493	[247.40,550.00,160.00,513.10,288.60,496.80]	[3,3,0,3,3,3,4,4,4,3,1,3,3,0,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	58	496.8	80.105439	0.172856	[248.60,450.00,331.20,365.10,367.20,496.80]	[3,3,0,3,3,4,4,4,4,2,2,3,3,0,0,2,3,0,1,4,4,5,5,5]	[0,1,0,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	59	496.8	91.510777	0.169299	[247.40,450.00,331.20,439.20,288.60,496.80]	[3,3,0,3,3,3,4,4,4,2,2,3,3,0,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	60	496.8	94.565082	0.168322	[247.40,450.00,260.00,435.10,366.00,496.80]	[3,3,0,3,3,4,4,4,4,3,2,3,3,0,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	61	496.8	80.416969	0.171112	[247.40,450.00,331.20,366.60,366.00,496.80]	[3,3,0,3,3,4,4,4,4,2,2,3,3,0,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	62	496.8	80.293828	0.171305	[247.40,450.00,332.40,366.00,367.20,496.80]	[3,3,0,3,3,3,4,4,4,2,2,3,4,0,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
3	63	496.8	83.074859	0.17051	[246.20,450.00,331.20,399.80,332.20,496.80]	[3,3,0,3,3,3,4,4,4,2,2,3,3,0,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	64	496.8	70.513413	0.178642	[315.70,450.00,355.40,335.40,312.20,496.80]	[0,2,0,2,2,2,3,3,4,0,2,3,3,2,0,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	65	526.1	140.147668	0.166438	[316.30,510.00,180.00,526.10,231.80,496.80]	[0,3,0,3,3,3,3,4,4,0,2,2,3,1,0,3,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	66	496.8	81.915539	0.169293	[313.90,450.00,286.20,414.50,293.60,496.80]	[0,2,0,3,3,3,3,3,3,0,4,4,4,2,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	67	561.3	165.276926	0.165412	[416.30,450.00,65.00,561.30,270.40,496.80]	[0,2,0,3,3,3,3,3,3,0,0,3,4,3,0,4,4,0,1,3,4,5,5,5]	[0,0,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	68	496.8	153.664685	0.166361	[314.50,450.00,60.00,486.30,452.20,496.80]	[0,3,0,3,3,3,3,3,3,0,4,4,4,2,0,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	69	496.8	102.729198	0.167259	[313.00,450.00,286.20,478.10,231.80,496.80]	[0,2,0,3,3,3,3,4,4,0,3,3,3,2,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	70	541.9	138.767379	0.16714	[315.70,450.00,126.20,541.90,332.20,496.80]	[0,2,0,3,3,3,4,4,4,0,3,3,3,2,0,3,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	71	502.2	152.496431	0.165881	[313.90,450.00,65.00,502.20,430.40,496.80]	[0,2,0,3,3,3,3,4,4,0,3,3,3,3,0,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	72	496.8	153.469915	0.166368	[316.90,450.00,60.00,486.00,452.20,496.80]	[0,3,0,3,3,3,3,3,3,0,4,4,4,2,0,4,4,0,1,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	73	496.8	75.474602	0.16969	[314.50,450.00,286.20,380.10,328.60,496.80]	[0,2,0,3,3,3,4,4,4,0,3,3,3,2,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	74	496.8	150.806694	0.167092	[313.00,450.00,65.00,460.40,468.60,496.80]	[0,2,0,3,3,3,3,4,4,0,3,3,3,3,0,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	75	496.8	73.565264	0.17287	[315.10,450.00,356.80,349.80,288.60,496.80]	[0,3,0,3,3,3,4,4,4,0,2,3,3,2,0,2,2,0,1,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	76	496.8	86.658726	0.168471	[316.00,450.00,287.40,434.50,275.40,496.80]	[0,2,0,3,3,3,3,4,4,0,3,3,3,2,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	77	496.8	73.917012	0.172441	[312.70,450.00,332.70,369.50,293.60,496.80]	[0,2,0,2,3,3,3,3,3,0,4,4,4,2,0,2,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	78	496.8	70.779627	0.175515	[313.60,450.00,324.20,346.80,325.40,496.80]	[0,2,0,3,3,3,4,4,4,0,3,3,4,2,0,2,2,0,1,3,4,5,5,5]	[0,1,0,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	79	564.6	162.431264	0.164801	[316.60,510.00,100.00,564.60,273.60,496.80]	[0,3,0,3,3,3,3,3,3,0,2,3,3,1,0,4,4,0,1,4,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	80	496.8	94.6797	0.168082	[313.30,450.00,286.20,458.10,253.60,496.80]	[0,2,0,3,3,3,3,3,3,0,4,4,4,2,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	81	599.9	151.645053	0.165153	[316.90,450.00,166.20,599.90,233.60,496.80]	[0,2,0,3,3,3,3,3,3,0,2,3,3,3,0,4,4,0,1,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	82	599.9	151.931362	0.164374	[312.70,450.00,166.20,599.90,233.60,496.80]	[0,2,0,3,3,3,3,3,3,0,2,3,3,3,0,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	83	595.4	174.461557	0.164532	[314.50,516.20,100.00,595.40,233.60,496.80]	[0,1,0,3,3,3,3,3,3,0,2,3,3,3,0,4,4,0,1,3,4,5,5,5]	[0,1,0,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	84	598.1	181.555379	0.16415	[313.90,516.20,60.00,598.10,273.60,496.80]	[0,1,0,3,3,3,3,3,3,0,3,3,3,2,0,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
4	85	549.3	134.34357	0.167192	[313.60,450.00,160.00,549.30,288.60,496.80]	[0,3,0,3,3,3,4,4,4,0,2,3,3,2,0,3,3,0,1,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	86	531.8	110.462941	0.169927	[302.40,183.00,450.00,398.10,393.60,531.80]	[1,1,3,3,3,3,3,4,4,0,0,3,3,1,0,4,4,0,2,3,5,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	87	591.3	212.412401	0.165161	[368.60,568.60,160.00,591.30,35.00,531.80]	[1,0,3,3,3,3,3,3,3,0,0,3,4,1,0,2,3,0,1,3,5,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	88	531.8	93.200365	0.173308	[366.20,450.00,358.60,295.10,251.80,531.80]	[2,0,3,3,3,3,4,4,4,0,0,2,3,2,0,2,3,0,1,3,5,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	89	531.8	99.01004	0.170887	[369.80,450.00,260.00,388.30,251.80,531.80]	[3,0,3,3,3,3,4,4,4,0,0,3,3,2,0,2,3,0,1,2,5,5,5,5]	[0,1,0,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	90	531.8	92.957242	0.174089	[368.00,450.00,358.60,296.60,251.80,531.80]	[2,0,3,3,3,3,4,4,4,0,0,2,3,2,0,2,3,0,1,3,5,5,5,5]	[0,0,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	91	531.8	91.918327	0.177971	[368.00,450.00,355.40,264.20,286.80,531.80]	[2,0,3,3,3,3,4,4,4,0,0,3,4,2,0,2,2,0,1,2,5,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	92	592.8	193.425108	0.165468	[366.20,510.00,55.00,592.80,196.80,531.80]	[2,0,3,3,3,3,3,3,3,0,0,3,3,1,0,4,4,0,1,3,5,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	93	594.3	193.689136	0.164696	[368.60,510.00,55.00,594.30,196.80,531.80]	[2,0,3,3,3,3,3,3,3,0,0,3,3,1,0,4,4,0,1,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	94	510	103.256225	0.171547	[367.40,510.00,216.80,298.70,370.40,496.80]	[2,0,3,3,4,4,4,4,4,0,0,3,3,1,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	95	531.8	110.526534	0.167621	[428.60,450.00,216.80,379.30,251.80,531.80]	[2,0,3,3,3,3,4,4,4,0,0,3,3,0,0,2,3,0,1,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	96	502.2	132.837277	0.167085	[367.40,116.80,450.00,502.20,324.80,496.80]	[1,0,3,3,3,4,4,4,4,0,0,3,3,1,0,3,3,0,2,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	97	498.6	154.701419	0.166828	[429.80,55.00,450.00,498.60,325.40,496.80]	[1,0,3,3,3,3,4,4,4,0,0,3,4,0,0,3,3,0,2,3,4,5,5,5]	[0,1,0,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	98	531.8	132.904583	0.16604	[426.20,506.80,160.00,375.70,251.80,531.80]	[1,0,3,3,3,3,4,4,4,0,0,3,3,0,0,2,3,0,1,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	99	510	94.980045	0.17857	[370.40,510.00,284.80,323.60,273.60,496.80]	[2,0,2,2,2,3,3,3,3,0,0,2,3,1,0,4,4,0,1,4,4,5,5,5]	[0,0,1,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	100	531.8	90.0263	0.179441	[372.20,450.00,275.40,342.70,288.60,531.80]	[2,0,3,3,3,4,4,4,4,0,0,2,2,2,0,3,3,0,1,2,5,5,5,5]	[0,0,1,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	101	506.8	119.11961	0.168917	[429.20,160.00,506.80,341.30,323.60,496.80]	[2,0,3,3,3,3,4,4,4,0,0,3,4,0,0,1,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	102	510	102.045393	0.17659	[372.20,510.00,236.80,368.60,273.60,496.80]	[2,0,2,2,3,3,3,3,3,0,0,2,3,1,0,4,4,0,1,4,4,5,5,5]	[0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
5	103	506.2	111.1016	0.173993	[297.40,186.80,506.20,398.60,370.40,496.80]	[1,0,2,3,4,4,4,4,4,1,0,3,3,1,0,3,3,0,2,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	104	496.8	72.016634	0.169115	[350.00,294.20,450.00,343.40,324.80,496.80]	[1,1,3,3,3,4,4,4,4,1,1,3,3,0,0,0,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	105	496.8	112.685823	0.163577	[362.40,226.20,450.00,488.70,231.80,496.80]	[3,1,3,3,3,3,3,4,4,0,0,3,3,0,0,1,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	106	496.8	88.035498	0.165425	[328.60,260.00,450.00,431.60,288.60,496.80]	[3,0,3,3,3,3,4,4,4,0,1,3,3,0,0,1,3,0,2,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	107	496.8	77.634366	0.168379	[329.20,260.00,450.00,355.20,371.30,496.80]	[3,0,3,3,4,4,4,4,4,0,1,3,3,0,0,1,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	108	496.8	141.239777	0.163372	[487.40,100.00,450.00,434.30,288.60,496.80]	[3,0,3,3,3,3,4,4,4,0,1,3,3,0,0,0,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	109	496.8	115.61252	0.163404	[427.40,160.00,450.00,432.50,288.60,496.80]	[3,0,3,3,3,3,4,4,4,0,0,3,3,0,0,1,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	110	566	146.204898	0.163156	[362.40,226.20,450.00,566.00,153.60,496.80]	[3,1,3,3,3,3,3,3,3,0,0,4,4,0,0,1,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	111	496.8	77.940841	0.167006	[328.60,260.00,450.00,371.30,350.40,496.80]	[3,0,3,3,3,3,3,4,4,0,1,4,4,0,0,1,3,0,2,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	112	496.8	107.340089	0.164206	[328.60,260.00,450.00,488.10,231.80,496.80]	[3,0,3,3,3,3,3,4,4,0,1,3,3,0,0,1,3,0,2,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	113	496.8	76.738575	0.168718	[350.00,292.70,450.00,379.30,288.60,496.80]	[1,1,3,3,3,3,4,4,4,1,1,3,3,0,0,0,3,0,2,3,4,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	114	496.8	80.632369	0.166021	[327.40,260.00,450.00,398.40,324.80,496.80]	[3,0,3,3,3,4,4,4,4,0,1,3,3,0,0,1,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	115	496.8	153.738075	0.162153	[487.40,100.00,450.00,487.20,231.80,496.80]	[3,0,3,3,3,3,3,4,4,0,1,3,3,0,0,0,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	116	569.3	142.94356	0.163007	[328.60,260.00,450.00,569.30,153.60,496.80]	[3,0,3,3,3,3,3,3,3,0,1,4,4,0,0,1,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	117	496.8	79.975302	0.166636	[327.40,260.00,450.00,391.60,328.60,496.80]	[3,0,3,3,3,3,4,4,4,0,1,3,3,0,0,1,3,0,2,4,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	118	496.8	88.304179	0.164646	[327.40,260.00,450.00,433.10,288.60,496.80]	[3,0,3,3,3,3,4,4,4,0,1,3,3,0,0,1,3,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
6	119	496.8	71.959535	0.170093	[350.00,294.50,450.00,343.40,324.80,496.80]	[1,1,3,3,3,4,4,4,4,1,1,3,3,0,0,0,3,0,2,3,4,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	120	496.8	73.446634	0.177619	[345.40,450.00,284.50,356.80,324.80,496.80]	[0,2,0,2,3,4,4,4,4,2,0,3,3,2,0,3,3,0,1,2,4,5,5,5]	[0,1,0,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	121	496.8	81.616755	0.169262	[416.30,450.00,286.20,325.20,288.60,496.80]	[0,2,0,3,3,3,4,4,4,0,0,3,3,2,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	122	510	169.572105	0.164345	[416.00,510.00,40.00,509.60,288.60,496.80]	[0,3,0,3,3,3,4,4,4,0,0,3,3,1,0,3,3,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	123	539.9	159.234109	0.16311	[417.20,450.00,65.00,539.90,293.60,496.80]	[0,2,0,3,3,3,3,3,3,0,0,3,3,4,0,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	124	584	170.006396	0.161947	[416.90,450.00,80.00,584.00,231.80,496.80]	[0,3,0,3,3,3,3,4,4,0,0,2,3,3,0,3,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	125	496.8	90.465899	0.168056	[415.70,450.00,220.00,326.30,350.40,496.80]	[0,3,0,3,3,3,3,4,4,0,0,4,4,2,0,2,3,0,1,3,4,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	126	496.8	82.33751	0.168479	[415.70,450.00,286.20,318.30,288.60,496.80]	[0,2,0,3,3,3,4,4,4,0,0,3,3,2,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	127	581.3	169.044843	0.16234	[412.70,450.00,80.00,581.30,233.60,496.80]	[0,3,0,3,3,3,3,3,3,0,0,2,3,3,0,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	128	510	121.477548	0.164472	[415.40,510.00,160.00,388.10,288.60,496.80]	[0,3,0,3,3,3,4,4,4,0,0,3,3,1,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	129	496.8	90.507245	0.167068	[415.10,450.00,220.00,351.60,324.80,496.80]	[0,3,0,3,3,4,4,4,4,0,0,3,3,2,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	130	496.8	78.501076	0.177109	[356.80,450.00,381.00,281.80,288.60,496.80]	[2,2,0,3,3,3,4,4,4,0,0,3,3,2,0,2,2,0,1,3,4,5,5,5]	[0,1,0,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	131	496.8	108.780581	0.164475	[415.70,450.00,220.00,441.00,231.80,496.80]	[0,3,0,3,3,3,3,4,4,0,0,3,3,2,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	132	518.1	138.339795	0.164353	[414.50,450.00,146.20,518.10,233.60,496.80]	[0,2,0,3,3,3,3,3,3,0,0,2,3,3,0,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	133	496.8	94.538923	0.165694	[414.50,450.00,220.00,386.00,288.60,496.80]	[0,3,0,3,3,3,4,4,4,0,0,3,3,2,0,2,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	134	496.8	81.567608	0.17043	[414.20,450.00,286.80,323.10,288.60,496.80]	[0,2,0,3,3,3,4,4,4,0,0,3,3,2,0,2,3,0,1,3,4,5,5,5]	[0,0,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
7	135	525.1	152.27732	0.163937	[415.70,450.00,80.00,525.10,288.60,496.80]	[0,3,0,3,3,3,4,4,4,0,0,2,3,3,0,3,3,0,1,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	136	568.6	158.7404	0.172415	[284.80,520.00,291.20,479.30,116.80,568.60]	[0,0,3,3,3,3,3,3,5,2,0,4,4,2,0,2,3,1,1,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	137	568.6	183.704622	0.170216	[297.40,506.80,70.00,561.10,256.80,568.60]	[1,0,3,3,3,3,3,3,5,2,0,3,3,4,0,4,4,0,1,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	138	568.6	161.933097	0.17231	[181.80,170.00,450.00,556.60,331.30,568.60]	[0,0,3,3,3,4,4,4,5,3,1,3,3,3,0,3,4,1,2,4,5,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	139	594.9	182.316816	0.169501	[284.20,70.00,450.00,594.90,293.00,568.60]	[0,0,3,3,3,4,4,4,5,3,0,3,3,3,0,3,3,1,2,4,5,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	140	568.6	186.079987	0.169465	[284.50,520.00,70.00,559.60,256.80,568.60]	[0,0,3,3,3,3,3,3,5,2,0,3,3,4,0,4,4,1,1,3,5,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	141	568.6	155.989505	0.172516	[183.60,170.00,450.00,529.20,353.60,568.60]	[0,0,3,3,3,3,3,4,5,3,1,4,4,3,0,3,4,1,2,4,5,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	142	579.3	191.818887	0.168676	[283.30,520.00,70.00,579.30,236.80,568.60]	[0,0,3,3,3,3,3,3,5,2,0,3,3,3,0,4,4,1,1,4,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	143	568.6	164.150578	0.171109	[284.50,520.00,70.00,399.50,411.80,568.60]	[0,0,3,3,3,3,4,4,5,2,0,3,3,3,0,4,4,1,1,3,5,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	144	568.6	176.316474	0.170676	[283.30,520.00,70.00,518.10,296.80,568.60]	[0,0,3,3,3,3,3,3,5,2,0,3,3,4,0,4,4,1,1,4,5,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	145	568.6	103.552461	0.179484	[354.80,450.00,328.60,261.60,298.60,568.60]	[0,0,3,3,4,4,4,4,5,2,0,3,3,2,0,2,2,0,1,3,5,5,5,5]	[0,1,1,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	146	590.5	172.095385	0.169927	[216.80,136.20,450.00,590.50,296.80,568.60]	[0,1,3,3,3,3,3,3,5,3,0,3,3,4,0,4,4,1,2,4,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
8	147	568.6	125.89099	0.176394	[284.50,520.00,329.20,339.20,216.80,568.60]	[0,0,3,3,3,3,4,4,5,2,0,3,3,2,0,2,2,1,1,3,5,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
