run	idx_in_front	CT	LoadSTD	QLoss	station_loads	station_assignment	tool_assignment
18	12	452.7	96.441146	0.17479	[421.80,452.70,420.00,179.80,450.00,332.20]	[0,0,1,1,0,3,0,1,3,1,5,5,5,1,1,0,3,3,4,0,5,2,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
18	13	486.8	106.113613	0.17244	[422.70,452.70,420.00,179.80,486.80,293.60]	[0,0,1,1,0,3,0,1,3,1,5,5,4,1,1,0,3,3,4,0,5,2,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
18	14	522.7	137.465507	0.169955	[522.70,452.70,420.00,179.80,486.80,193.60]	[0,0,1,1,0,3,0,1,3,1,0,5,4,1,1,0,3,3,4,0,5,2,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
18	15	521.8	124.90508	0.172304	[521.80,452.70,420.00,180.10,450.00,232.20]	[0,0,1,1,0,3,0,1,3,1,0,5,5,1,1,0,3,3,4,0,5,2,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
18	16	522.7	125.158788	0.171522	[522.70,452.70,420.00,179.80,450.00,232.20]	[0,0,1,1,0,3,0,1,3,1,0,5,5,1,1,0,3,3,4,0,5,2,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
18	17	521.8	163.863415	0.170726	[521.80,473.00,480.00,179.80,486.80,113.60]	[0,0,1,1,0,3,0,1,3,1,0,1,4,2,1,0,3,3,4,0,5,2,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
18	18	452.7	96.512809	0.174008	[422.70,452.70,420.00,179.80,450.00,332.20]	[0,0,1,1,0,3,0,1,3,1,5,5,5,1,1,0,3,3,4,0,5,2,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
19	1	505	101.954609	0.170656	[398.30,332.20,183.60,383.30,505.00,455.00]	[1,3,0,2,0,1,4,0,3,3,2,3,0,0,3,1,1,3,4,0,5,5,1,2]	[0,0,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
19	2	505	91.46813	0.172395	[241.90,295.40,343.60,418.30,505.00,455.00]	[1,3,0,2,0,3,4,2,3,3,2,3,0,0,3,1,1,3,4,0,5,5,1,2]	[0,0,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
19	3	505	106.991178	0.169089	[398.30,295.40,183.60,418.30,505.00,455.00]	[1,3,0,2,0,3,4,0,3,3,2,3,0,0,3,1,1,3,4,0,5,5,1,2]	[0,0,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
19	4	505	85.512839	0.173962	[241.90,332.20,343.60,382.70,505.00,455.00]	[1,3,0,2,0,1,4,2,3,3,2,3,0,0,3,1,1,3,4,0,5,5,1,2]	[0,0,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	1	486.8	85.911654	0.169406	[422.70,486.80,318.60,390.10,420.00,219.80]	[2,5,3,0,3,3,5,2,5,0,2,3,1,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	2	520	119.520816	0.168164	[422.70,486.80,215.00,390.10,520.00,219.80]	[2,5,3,0,3,3,5,2,5,0,4,3,1,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	3	552.7	146.971104	0.167555	[421.80,552.70,215.00,388.90,520.00,153.60]	[2,1,3,0,3,3,5,2,5,0,4,3,1,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	4	552.7	147.018904	0.166771	[422.70,552.70,215.00,388.90,520.00,153.60]	[2,1,3,0,3,3,5,2,5,0,4,3,1,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	5	552.7	120.57304	0.168014	[422.70,552.70,156.80,388.90,420.00,315.40]	[2,1,3,0,3,3,5,5,5,0,2,3,1,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	6	450	67.466428	0.170974	[422.70,450.00,318.60,388.90,420.00,256.60]	[2,5,3,0,3,3,5,2,5,0,2,3,5,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	7	450	67.275074	0.171757	[421.80,450.00,318.60,388.90,420.00,256.90]	[2,5,3,0,3,3,5,2,5,0,2,3,5,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	8	486.8	85.800047	0.17019	[421.80,486.80,318.60,388.90,420.00,219.80]	[2,5,3,0,3,3,5,2,5,0,2,3,1,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
20	9	520	119.43886	0.168947	[421.80,486.80,215.00,388.90,520.00,219.80]	[2,5,3,0,3,3,5,2,5,0,4,3,1,3,5,0,0,0,1,0,3,4,3,3]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
